Sample,Bacteroides vulgatus,Faecalibacterium prausnitzii,Bacteroides uniformis,Bacteroides dorei,Bacteroides ovatus,Bacteroides fragilis,Escherichia coli,Parabacteroides distasonis,Bacteroides thetaiotaomicron,Bacteroides sp. A1C1,Blautia sp. SC05B48,Anaerostipes hadrus,Roseburia intestinalis,Collinsella aerofaciens,Bifidobacterium adolescentis,[Eubacterium] eligens,Alistipes sp. 3BBH6,Akkermansia muciniphila,Bacteroides sp. PHL 2737,Bacteroides cellulosilyticus,Bacteroides xylanisolvens,Bifidobacterium longum,Anaerobutyricum hallii,Bacteroides caccae,[Ruminococcus] gnavus,Ruminococcus bicirculans,Megamonas funiformis,Roseburia hominis,Alistipes shahii,Bifidobacterium pseudocatenulatum,Odoribacter splanchnicus,Dysosmobacter welbionis,Longibaculum sp. KGMB06250,Ruthenibacterium lactatiformans,Parabacteroides sp. CT06,Streptococcus salivarius,[Clostridium] bolteae,Flavonifractor plautii,Bacteroides intestinalis,Phascolarctobacterium faecium,Klebsiella pneumoniae,Alistipes finegoldii,Oscillibacter sp. PEA192,Alistipes sp. 5CBH24,Paraprevotella xylaniphila,Clostridioides difficile,Bacteroides caecimuris,Butyricimonas faecalis,Bacteroides salanitronis,Faecalitalea cylindroides,Intestinimonas butyriciproducens,Prevotella intermedia,Bifidobacterium bifidum,Acidaminococcus intestini,Fusobacterium mortiferum,Megasphaera elsdenii,[Clostridium] clostridioforme,Eggerthella lenta,Haemophilus parainfluenzae,Blautia hansenii,Bifidobacterium catenulatum,Alistipes sp. Marseille-P5997,Streptococcus thermophilus,Mordavella sp. Marseille-P3756,Alistipes sp. 5CPEGH6,Adlercreutzia equolifaciens,[Clostridium] innocuum,Blautia producta,[Clostridium] scindens,Dialister sp. 5BBH33,Prevotella melaninogenica,Dialister sp. Marseille-P5638,Blautia sp. YL58,Alistipes indistinctus,Prevotella ruminicola,Christensenella minuta,Bacteroides helcogenes,Blautia sp. N6H1-15,Erysipelatoclostridium ramosum,Klebsiella variicola,Streptococcus parasanguinis,Klebsiella quasipneumoniae,Ruminococcus sp. JE7A12,Prevotella oris,Enterococcus faecium,Lachnoclostridium phocaeense,Streptococcus pasteurianus,Prevotella dentalis,Salmonella enterica,Bacteroides heparinolyticus,Bifidobacterium breve,Lachnoclostridium sp. YL32,Desulfovibrio piger,Veillonella parvula,Romboutsia ilealis,Prevotella denticola,Porphyromonas asaccharolytica,Streptococcus sp. HSISM1,Prevotella fusca,Parvimonas micra,Clostridium sp. SY8519,Ruminococcus champanellensis,Bacteroides zoogleoformans,Monoglobus pectinilyticus,Enterococcus faecalis,Barnesiella viscericola,Raoultella ornithinolytica,Klebsiella aerogenes,Lactobacillus salivarius,Oscillibacter valericigenes,Prevotella scopos,Veillonella atypica,Streptococcus agalactiae,[Clostridium] saccharolyticum,Veillonella dispar,Prevotella jejuni,Acidaminococcus fermentans,Enterobacter hormaechei,Pseudobutyrivibrio xylanivorans,Lactobacillus ruminis,Lactococcus lactis,Citrobacter freundii,Pseudomonas aeruginosa,Streptococcus sp. HSISS1,Prevotella enoeca,Klebsiella oxytoca,Hungatella hathewayi,Lactobacillus paragasseri,Anaerostipes rhamnosivorans,Raoultella planticola,Cloacibacillus porcorum,Gordonibacter pamelaeae,Bifidobacterium dentium,Turicibacter sp. H121,[Clostridium] hylemonae,Fusobacterium varium,Streptococcus sp. FDAARGOS 192,Acutalibacter muris,Campylobacter coli,Clostridium perfringens,Prevotella sp. oral taxon 299,Eubacterium maltosivorans,Citrobacter braakii,Butyrivibrio fibrisolvens,Anaerostipes caccae,Streptococcus oralis,Olsenella sp. GAM18,Streptococcus anginosus,Eubacterium limosum,Christensenella sp. Marseille-P3954
MMRS77487595ST,4.546045,10.69272,2.07524,0.6173578,0.5596646,9.369687,7.748102,3.553012,0.9054904,0.4338473,1.017171,2.12854,0.9986406,0.915158,0.009521835,4.133073,6.361419,5.924774587,0.8878695,8.143105,0.5130548,0.0404331,0.8967806,1.687606,0.2172741,0.2022349,0.002373519,1.339664,0.8814013,0.1109446,0.9470617,1.407538,0.2691862,0.9630517,1.404991,0.001304741,0.2910545,0.45219,2.071228,0.02441532,0.006391844,0.914235,0.9590404,0.6640647,0.4600185,0.4807069,0.08516907,0.3582348,0.04828237,0.1180236,1.005359,0.04250125,0.01232564,0.006475126,0.001311681,0.008695962,0.2181625,0.01726006,0.001610106,0.1341246,0.02415853,0.08731356,0.002540081,0.126553,0.0501909,0.01732946,0.1206747,0.1147617,0.1548131,0.001374142,0.0147755,0.00426817,0.1113402,0.5408291,0.01803041,0.2326465,0.08005421,0.173364,0.009265051,0.001415783,0.00060379,0.002637243,0.02959264,0.01104172,0.06314115,0.0893956,0.0173017,0.04072458,0.02297177,0.03377753,0.01676037,0.08125484,0.371448735,0.002581722,0.003220212,0.04073152,0.00309529,0.000402527,0.008959686,0.05824837,0.1044765,0.9072879,0.03244503,0.1407594,0.005677013,0.0685475,0.00181137,0.000999376,0.005572911,0.1004859,0.009389973,0.00058297,0.05261994,0.06312727,0.00181137,0.008723722,0.009355273,0.007321819,0.06314809,0.006232222,0.01506005,0.003470057,0.009022147,5.93e-06,0.01379,0.001360262,0.03713655,0.001755849,0.02858633,0.000187383,0.004184888,0.01975156,0.002116735,0.007897849,0.03217436,0.001041017,4.16e-05,0.05956005,0.022229182,0.01297801,0.008015831,0.05388998,0.000124922,0.04816439,0.02660839,0.002345758,0.05736698,0.0245333,0.0233049,0.07666743
MMRS78791111ST,14.56817,14.48656,5.057645,4.214016,0.5932737,1.349755,0.02492669,3.247668,1.048496,1.324396,5.984218,1.700468,4.571716,2.24835,0.004527354,8.601934,0.2667793,0.013969185,0.7257021,0.6136927,1.00149,0.2829072,2.224932,1.805456,1.206927,0.03382393,0.004448618,0.9958999,0.6228655,0.002027467,1.368265,1.008242,0.3881845,0.3961173,0.2735834,0.1109399,0.5660899,0.6523458,0.1982588,0.03909272,0.00408118,0.1679189,0.5707616,0.3476877,2.150106,0.4145154,0.1870388,0.4337205,0.08134147,0.4458066,0.2452579,0.1435893,0.002617992,1.388671,0.000787366,0.004652021,0.3187126,0.1457939,0.035739854,0.1662917,0.00621363,0.04071338,0.009231866,0.3008132,0.05877031,0.1122193,0.2138748,0.320786,0.2994812,0.001226979,0.233723,0.001417259,0.3633497,0.1313458,0.1604717,0.1049821,0.09059302,0.1642839,0.07684036,0.000373999,0.0310091,0.002578624,0.01296529,0.1642577,0.04968935,0.1050018,0.04323951,0.161036,0.009953618,0.05881624,0.1272383,0.1230456,0.005898683,0.01767637,0.007624327,0.07281167,0.002952622,0.027151,0.1075411,0.003779357,0.4993344,0.02404091,0.04629056,0.01281438,0.003352867,0.03050387,0.000511788,0.00085298,0.006456401,0.03529368,0.07582991,0.0397751,0.03314155,0.04898073,0.02772841,0.05917055,0.005878999,0.003497217,0.08584914,0.02053057,0.02531382,0.00574121,0.009855197,0.005531246,0.05670347,0.00251301,0.04447962,0.000688945,0.04663831,7.87e-05,0.001883117,0.004848862,0.002932938,0.004665143,0.04342323,0.002014345,0.005603421,0.03322028,0.015176479,0.01178424,0.03820693,0.02166569,6.56e-05,0.04766189,0.07718811,0.00512444,0.008647903,0.006567945,0.02116702,0.0118761
MMRS81194191ST,25.31239,12.2875,1.131828,5.881074,2.567286,7.620154,0.5988906,3.275318,6.038622,0.9586268,0.4951097,1.079325,0.6058845,0.6573698,0.001075987,0.07013362,0.09740925,0.008432888,1.476708,0.1749516,4.985256,0.007862485,0.3950493,0.6155684,2.40992,0.007233745,0.001024132,0.8613342,0.7341992,0.000913941,3.279512,0.1737006,0.06690566,0.204094,0.5399446,0.008750498,1.187151,0.5576919,0.1906896,0.002988133,0.005107698,0.06527872,0.1523753,0.02805993,0.9861552,0.1719894,0.7041623,0.1796315,0.5134144,0.0684289,0.09517301,0.2213098,0.001341743,0.00080375,0.000641703,0.001516753,0.1272517,0.01424063,0.000563921,0.07535799,0.00129637,0.05418179,0.00336408,0.08977363,0.03672617,0.004180794,0.1434628,0.07839798,0.09958715,0.008523633,0.07793777,0.00493917,0.0892486,0.07586358,0.0374651,0.05349471,0.1884792,0.0682863,0.5505165,0.00451785,0.01247108,0.004440068,0.003565018,1.462545,0.02825439,0.04493219,0.01559533,0.06409254,0.02041135,0.1499122,0.005619764,0.06662046,0.174763654,0.01194605,0.01068209,0.1358207,0.05442162,0.009087554,0.04696749,0.2208885,0.03455475,0.006404068,0.1479547,0.006494814,0.001866773,0.1283925,0.002411248,0.000797268,0.04502942,0.03079527,0.02695153,0.01933536,0.02470881,0.02455973,0.005541982,0.02236887,0.001231552,0.002106601,0.01322298,0.002009374,0.003415935,0.006462405,0.03480106,0.002365875,0.07230504,0.001562126,0.08616972,0.01748803,0.01230903,0.000110192,0.001043578,0.01300259,0.002119565,0.002281611,0.0335695,0.000907459,0.001238033,0.006676306,0.045755383,0.07703031,0.07197447,0.01423414,2.59e-05,0.01418229,0.01046171,0.001523235,0.007655065,0.02712654,0.01241923,0.003720582
MMRS81671217ST,3.958725,27.848,3.706536,3.347032,1.247976,0.7995888,1.418059,2.199365,1.414627,0.7463959,2.227961,1.433345,4.95186,1.604062,0.006438257,1.340483,0.2569483,0.195254518,1.973989,2.609395,0.7460791,0.05683935,1.882233,3.722889,0.9683537,0.5145007,0.005178598,3.369838,0.4524533,0.01309014,0.9544164,1.048125,1.742057,0.4115991,0.3345905,0.04019859,0.4451679,0.2886608,0.2377662,0.052309,0.004191497,0.1588717,0.8345057,0.1560283,1.037267,0.724547,0.2418324,0.4119527,0.1048832,0.3874446,0.3531833,0.2122047,0.005613217,0.009392195,0.005495355,0.00931853,0.3651612,0.04160558,0.032765868,0.257685,0.008390361,0.03353934,0.007580054,0.2643958,0.03157987,0.02041237,0.2867161,0.3139203,0.5038784,0.004427223,0.3316218,0.002548784,0.4481661,0.9916905,0.2105767,0.2515046,0.08220933,0.2398656,0.1985547,0.000758742,0.03158724,0.002467753,0.02348417,0.2177295,0.1296049,0.2177811,0.05992588,0.1038151,0.008957575,0.05584488,0.03966084,0.2020316,0.344409935,0.02900162,0.03788553,0.1016935,0.06646727,0.02582669,0.1442125,0.01523377,0.2651472,0.1018188,0.05797378,0.05497565,0.006069936,0.06444887,0.001185995,0.00183424,0.009907845,0.09057022,0.09877642,0.003941039,0.03868848,0.08917797,0.00975315,0.08040455,0.01351739,0.003543251,0.1462162,0.06304925,0.04048588,0.006880243,0.174076,0.001171262,0.07472504,0.001760576,0.07462927,0.000729276,0.0604268,0.000162061,0.012456628,0.02562043,0.002128897,0.01438663,0.08055188,0.007955741,0.000839773,0.04537719,0.039344087,0.02559833,0.05064419,0.04186341,0.000419886,0.0788355,0.04564975,0.01208094,0.008869178,0.006195165,0.03281743,0.02997399
MMRS84954772ST,15.66295,6.631279,1.296734,6.389631,2.201272,2.465878,0.09667681,4.603694,1.474898,0.4544429,0.4550176,0.3725501,4.356111,0.2034762,0.001591322,0.9654903,4.527226,0.090315545,1.695517,24.0578,0.4528556,0.01525419,0.5964081,2.546922,0.209954,2.672613,0.000920234,1.003931,0.8969228,0.001551137,1.385768,0.6529281,0.6341618,0.3481016,0.2739525,0.007699425,0.2634763,0.2432271,0.8593941,1.51352,0.003102274,0.5334705,0.3085356,0.5178105,0.3148768,0.2130764,0.1415392,0.9251366,0.04132212,0.103243,0.1529075,0.01152503,0.001695802,0.000767531,0.000221017,0.001703839,0.1061564,0.007229262,0.001133214,0.1130562,0.002720517,0.04748247,0.001418527,0.1789152,0.05475593,0.03350616,0.08539691,0.09430992,0.1236891,0.000385775,0.002652203,0.000663051,0.09761714,0.06384978,0.00343179,0.1311595,0.1135746,0.05428577,0.006867598,0.000216998,0.005336554,0.000454089,0.02780795,0.002415112,0.02774767,0.05228858,0.01372716,0.002820979,0.008310236,0.06759099,0.01200323,0.04114933,0.306530358,0.000566607,0.000482219,0.002346798,0.001101066,0.003672899,0.00149086,0.001269843,0.07970673,0.05305611,0.04447262,0.01207958,0.001631507,0.04922247,0.000128592,0.000807716,0.001181436,0.03294357,0.00119751,0.00050633,0.05180636,0.0357525,0.000429978,0.001466749,0.00172795,0.001028733,0.02199319,0.004994982,0.01349409,0.001695802,0.006976097,0.000208961,0.003375531,0.001016678,0.02696004,0.000108499,0.01417321,0.000164758,0.045288374,0.00901749,0.000417923,0.001531044,0.01801489,0.000663051,0.000168777,0.0158449,0.006204547,0.003584492,0.000968456,0.01875831,0.000112518,0.01776976,0.01133214,0.000863975,0.001908782,0.000675106,0.01315653,0.03855339
MMRS85382779ST,18.71563,11.34921,6.261647,1.882624,3.760004,3.283704,6.789398,2.288007,0.7518546,1.617497,0.7334299,0.4942377,1.351152,0.604344,0.003302055,3.868445,0.3076575,0.011282492,0.8991954,5.855749,1.771374,0.1191345,0.524398,3.182393,0.242398,3.398001,0.001750146,3.180581,2.986077,0.002486453,1.397772,0.5281362,0.158323,0.259469,0.3712178,0.04238864,0.2569995,0.143308,0.2760982,0.390628,0.005018217,0.3102855,0.3429889,0.544856,0.1179281,0.3188323,0.4100042,1.098214,0.03116279,0.1033379,0.2347574,0.04399719,0.00412332,0.002724337,0.000957199,0.003115146,0.1579606,0.02794003,0.133611438,0.07453694,0.004332885,0.1013385,0.002503445,0.1216606,0.1085373,0.06562763,0.07660427,0.100387,0.07822981,0.000713652,0.01828874,0.001325353,0.1516793,0.0727075,0.02590102,0.04905505,0.03906959,0.07207881,0.004995561,0.000617365,0.01677081,0.001789793,0.01450525,0.01609681,0.05170009,0.0893707,0.03420997,0.06693599,0.0178243,0.06116447,0.02694884,0.06144767,0.418890834,0.1397568,0.004763341,0.0679385,0.008801703,0.01438065,0.01338946,0.002441142,0.114643,0.03879206,0.04182225,0.05523437,0.001659523,0.05692221,0.001733154,0.001002511,0.00159722,0.04658559,0.01088035,0.01909868,0.03863347,0.06361128,0.02577642,0.008813031,0.004366868,0.002865934,0.0572224,0.004893611,0.01259085,0.004276246,0.005726205,0.003732511,0.01547378,0.001200747,0.03696829,0.001704834,0.03215397,0.000254876,0.001693507,0.006513487,0.001365,0.002588403,0.02684123,0.000809938,0.002305208,0.02184567,0.010925666,0.04515829,0.004808652,0.01137878,0.000277531,0.04272847,0.01654426,0.004593424,0.005074856,0.002197594,0.01285706,0.01797156
MMRS86178473ST,13.27034,6.768534,0.1243999,1.107848,0.1682032,0.8928283,0.107122,0.08443907,5.282246,0.2755802,1.085846,0.7752737,3.338054,0.02982047,0.00463437,1.401078,15.77809,3.3230929,0.3958613,20.19608,0.07823688,0.07546795,0.9180304,0.07048813,0.7288769,3.6297,0.006281909,0.9836503,0.1071273,0.005431566,0.01840461,0.7100843,0.1835678,0.4388939,0.02594078,0.6844837,1.280282,0.2839296,5.194464,0.002710469,0.03934431,0.1333763,0.8576348,0.1554746,0.02110445,0.5600997,0.09195397,0.0374523,0.0646367,0.07749814,0.1933255,0.003528924,0.005282756,0.00224278,0.000542094,0.007328894,0.2388242,0.103237,0.262235175,0.1118892,0.006680508,0.04952717,0.03255751,0.210731,1.692278,0.2025358,0.2041302,0.1520998,0.1591417,0.01601834,0.003337597,0.01424325,0.08375879,0.01608211,0.003247248,0.01682616,0.07186993,0.1479119,0.09187425,0.00133929,0.03202073,0.001307402,0.01872349,0.001493415,0.07281594,0.1897222,0.09708792,0.002551029,0.0242082,0.02141802,0.02261381,0.1192287,0.001525303,0.05199848,0.01577918,0.002705154,0.000696218,0.02733853,0.002232151,0.002667951,0.03813257,0.04486091,0.02667951,0.0129571,0.002078026,0.02926243,0.000542094,0.000589926,0.001721945,0.02796034,0.003008089,0.02217801,0.1590939,0.02098222,0.004910731,0.001227683,0.003321653,0.007249175,0.04835795,0.004650314,0.09575926,0.01452492,0.002487253,0.02982578,0.002008936,0.001126705,0.03189318,8.5e-05,0.01769777,0.000138181,0.003571441,0.00514989,0.003125011,0.01562505,0.02188039,0.00112139,0.0176021,0.02898075,0.013988144,0.01048048,0.000946007,0.04330904,0.000499577,0.03596951,0.03015529,0.01029447,0.003114382,0.002396905,0.02443673,0.01943034
MMRS90191266ST,12.80215,18.78556,5.920315,1.479105,4.623815,1.2273,0.109772,1.116723,1.415464,1.615408,1.754292,3.223027,5.41972,0.319572,2.470776,0.3010989,1.029796,0.035618256,2.45084,0.6065698,0.9847023,1.387441,0.9260374,1.413621,0.3426187,0.1140918,0.003215641,0.7973819,1.824492,0.0614926,2.577362,0.899499,0.1942814,0.412557,0.2702406,0.2184845,0.2854385,0.3961654,1.630904,0.01777928,0.01298194,1.198874,0.5798524,0.7934948,0.08631496,0.6026006,0.2754409,0.1766812,0.2998305,0.8367007,0.4161233,0.1338706,0.4230768,0.4245989,0.001410107,0.005991089,0.2176041,0.01798073,0.059940735,0.120538,0.06424566,1.824223,0.007483266,0.1667955,1.692912,0.05112943,0.1695187,0.1063549,0.1347137,0.001051985,0.01205679,0.003178336,0.1774273,0.06047792,0.01501876,0.08709089,0.1681832,0.08071929,0.009669305,0.00058941,0.01334752,0.000574488,0.07717538,0.007550414,0.06260427,0.1288868,0.0691027,0.01595883,0.02064426,0.137519,0.03050009,0.08925455,0.007035613,0.00768471,0.02121875,0.01341467,0.003073884,0.01279541,0.0125119,0.01278049,0.06931907,0.1786508,0.1068175,0.04191524,0.009945357,0.2625858,0.001484716,0.002491935,0.003275328,0.1102569,0.006013472,0.01477255,0.02930635,0.05294989,0.00937833,0.007289283,0.008236815,0.002947049,0.06161943,0.005901559,0.02470298,0.006073159,0.06034362,0.01157183,0.006185072,0.003357397,0.0404156,0.000887845,0.03704328,0.000126835,0.009452939,0.01071383,0.003051501,0.09841651,0.02791116,0.001969673,0.007968223,0.05415855,0.040333534,0.01886857,0.005871715,0.03808035,0.000350662,0.04652607,0.02169625,0.007169909,0.05482257,0.006177611,0.02626977,0.03447674
MMRS93508324ST,29.36418,14.25995,4.94474,2.908719,0.4689906,0.9470118,0.39687,0.4096284,2.131544,1.425355,1.099759,1.147924,1.340062,0.6030591,3.393264,1.058005,0.2865003,1.864365511,0.8973629,0.9886342,0.4425943,0.04240342,1.235619,5.823188,0.6294554,1.802457,0.003097727,1.315143,0.4446944,0.009621329,2.615387,1.11125,0.2806199,0.4092675,0.8076994,0.3429617,0.3271449,0.2879967,0.0906807,0.04784413,0.00284177,0.08126939,0.6224527,0.1674413,1.094344,0.421829,0.1238237,0.3960562,0.1007024,0.25171,0.4269875,0.1089323,0.01080267,0.005578533,0.001036951,0.02908057,0.1678023,0.01154428,0.015567389,0.138702,0.05766891,0.1177267,0.008695949,0.1519724,0.03953539,0.007304597,0.08656571,0.1377766,0.1790972,0.002251102,0.1114722,0.001719501,0.2273613,0.04926829,0.08107906,0.1551817,0.05746546,0.1135133,0.008709075,0.000794121,0.05132907,0.001529174,0.08267386,0.07308535,0.04332223,0.09889099,0.09837908,0.06510476,0.0151408,0.08255573,0.03567636,0.0643894,0.237547073,0.004384071,0.002441429,0.04953738,0.006727055,0.03351714,0.0516244,0.005447274,0.1925907,0.07759412,0.04043452,0.02195317,0.01004136,0.03156137,0.001758879,0.000426594,0.005532592,0.08487246,0.0321061,0.002539873,0.04008012,0.1006236,0.004699094,0.02966467,0.006595795,0.004265937,0.0566779,0.01785787,0.01814664,0.003668706,0.1299273,0.02803705,0.02961217,0.001949205,0.05489277,0.000794121,0.03503319,0.00024283,0.009450692,0.007232404,0.003018971,0.005473526,0.03775683,0.001187899,0.03312336,0.04239029,0.017825055,0.01641401,0.02254384,0.01936735,5.91e-05,0.04324348,0.02429615,0.03220454,0.00675987,0.002310169,0.02618629,0.03721866
MMRS97052561ST,0.4982633,2.313071,33.56205,1.240877,7.285685,6.854716,0.009086829,0.4432306,7.552827,6.13094,0.3129741,0.24231,0.4407243,0.8915653,0.008910829,0.6563507,0.1287084,0.329413861,0.9243437,0.136335,1.279946,0.01706877,0.2834256,2.32116,0.1156094,1.244087,0.000374815,1.961015,0.8648035,0.0314682,1.265758,0.5342228,0.2239864,0.2208543,2.500423,0.02558523,0.1436456,0.4046801,0.0502709,0.002232596,0.000723557,1.089227,0.3287783,2.000999,0.01374106,0.2235464,0.3085904,0.2090166,0.070097,0.05532601,0.1816453,0.01534136,0.002278226,0.001052742,0.000283556,0.001880596,0.0538072,0.08290591,0.009067274,0.02909871,0.2756034,0.252844,0.002353189,0.06924307,0.5887698,0.04299948,0.05604957,0.04825015,0.09014474,0.003119116,0.004765045,0.003774228,0.04357311,0.1465105,0.001619854,0.0385408,0.06305047,0.0353565,0.006186084,0.000205334,0.008992311,0.002193485,0.02046492,0.002167411,0.0157064,0.03609309,0.02175885,0.002744301,0.0116975,0.04325044,0.02494641,0.03020034,0.002411856,0.004947563,0.000645334,0.003249487,6.939284,0.006130676,0.002108744,0.07775627,0.02315056,0.0170101,0.03664717,0.02034107,0.000638816,0.04704422,0.000303112,0.000413927,0.000915853,0.05155505,0.004168599,0.000893039,0.01798136,0.01369543,0.000990816,0.001958818,0.001936003,0.000537779,0.01319676,0.01109128,0.000876742,0.001310224,0.004246822,0.00137215,0.001805633,0.000492149,0.01468625,1.3e-05,0.01045246,3.59e-05,0.011338981,0.0119615,0.001942522,0.001049483,0.008800014,0.000528001,0.001124446,0.02693456,0.012346094,0.002066374,0.000915853,0.01939914,5.54e-05,0.008340458,0.008920607,0.003754673,0.006176306,0.02571886,0.007910235,0.02483885
MMRS97327636ST,0.04257599,1.516897,0.1677945,0.1002478,0.2894802,47.16076,0.2290903,0.1805894,0.08279243,0.007398001,0.3856803,0.1766069,4.992862,0.03212101,0.001316649,0.1516362,0.8801144,0.025642059,0.2696653,0.004719077,0.06190856,0.01933909,0.1920938,0.01608006,1.930279,0.3140924,0.001675142,0.4921985,19.77963,0.001994527,0.02865992,1.222111,0.09954385,1.647851,0.001531745,0.002796249,0.9709436,1.087278,0.7746196,0.003056971,0.006700568,0.5715103,0.5644186,0.2346372,0.01471779,0.677709,0.1904708,0.06409211,0.009464227,0.2953465,0.392785,0.02557036,0.004119416,0.002483382,0.000475819,0.003819585,0.5143273,0.7107556,0.003487164,0.06767704,0.004047717,0.05950991,0.00316126,0.1770306,0.02924003,0.003591453,0.4288755,0.3043479,0.9347749,0.001512191,0.008786348,0.001596925,0.08107818,0.02617654,0.00683093,0.04751016,0.01379874,0.06544787,0.4806094,0.00060618,0.000919047,0.000612698,0.04078352,0.01074829,0.0379612,0.2292468,0.03936258,0.01757921,0.0146135,0.006733159,0.01355757,0.2344221,0.001961937,0.01004433,0.003669669,0.01611265,0.06246911,0.000834312,0.004275849,0.003102598,0.05663545,0.1713077,0.010644,0.3614005,0.06415729,0.01463305,0.000215096,0.000586626,0.00208578,0.06526536,0.002652852,0.005592498,0.03311828,0.03962982,0.001453528,0.006465918,0.004497463,0.004034681,0.02607225,0.005735895,0.04466177,0.002379093,0.09410779,6.13e-06,0.004015127,0.001570853,0.1187265,0.000156434,0.1698607,0.000221614,0.131527986,0.005338293,0.000697433,0.007059062,0.02523794,0.001218878,0.000149915,0.08000922,0.030530605,0.02205061,0.001675142,0.0949421,9.94e-07,0.0337049,0.1077762,0.001740323,0.003949946,0.008812421,0.4087021,0.0938601
MMRS11288076ST,3.296213,5.927091,7.591159,29.86542,7.357049,0.7786267,0.1874036,1.546423,2.076998,1.854579,0.5897032,2.983746,1.458397,0.3806336,0.003952735,4.590717,2.54592,0.440149277,1.141686,6.505844,0.4849533,0.02738237,1.272317,1.43524,0.5386474,1.399794,0.000927244,1.082457,0.5016676,0.002891663,0.622477,0.7032953,1.141963,0.158573,0.06415189,0.03153107,0.3360638,0.2183325,0.04808763,0.003393521,0.003465215,0.2446729,0.55258,0.3439549,1.737416,0.244778,0.3079788,0.1597249,0.05821084,0.1748476,0.1607239,0.005778545,0.001104089,0.001147106,0.000530536,0.002351567,0.1362188,0.05565853,0.022272971,0.240854,0.00340786,0.01380351,0.002939459,0.2485253,0.0179761,0.06795168,0.08166915,0.1850951,0.09327404,0.00073128,0.001381307,0.001018056,0.1228216,0.02969092,0.001419543,0.06484494,0.03809347,0.08047903,0.0275162,0.000454063,0.02817579,0.000535316,0.05998885,0.001691981,0.04012958,0.07785503,0.02021774,0.001935741,0.01497451,0.0160308,0.02133139,0.05076421,0.145266611,0.0614323,0.002385024,0.001199681,0.000516198,0.01940521,0.001003718,0.004272969,0.0616426,0.05501806,0.01863569,0.173299,0.001032395,0.02286086,0.000396707,0.000587892,0.001390866,0.0245624,0.000525757,0.013359,0.02539405,0.03387308,0.0518683,0.000573553,0.001864047,0.002906001,0.03112958,0.0112273,0.01901328,0.002609666,0.008464685,0.00304461,0.001247478,0.000884227,0.02836697,0.000210303,0.02423261,6.21e-05,0.003422199,0.003431758,0.000755178,0.009468402,0.02112587,0.00109453,0.002843866,0.02137918,0.02703824,0.006586299,0.000530536,0.01397079,0.000693043,0.02329581,0.01773234,0.002456718,0.002442379,0.00353691,0.01471163,0.01404249
MMRS20257302ST,19.04362,4.935963,8.521405,5.50218,6.790209,0.721488,1.382563,0.8138071,1.488122,2.040085,1.112762,0.7228,1.264063,0.6665447,0.04491568,0.5984299,2.323552,2.084200209,0.17824,6.442112,0.7161376,0.01973155,0.5299403,2.236234,0.2446678,0.1002424,0.002785931,0.7593324,0.1376608,0.003620858,0.7040823,2.535564,0.2264187,0.6525809,0.07853429,0.06968236,1.486051,0.9592549,1.357217,0.01876883,0.004847691,0.1957393,1.329929,0.07710299,6.534142,0.6265533,0.3560624,0.1464872,0.09254062,0.1827128,0.7913919,0.05206368,0.003799771,0.005784854,0.000800849,0.008579305,0.5453865,0.02266231,0.002317349,0.231752,0.006815734,0.02553344,0.00665386,0.2134773,0.04362921,0.02120545,0.1376097,0.1645744,0.1163446,0.001388706,0.01569323,0.002189554,0.05922872,0.1133456,0.01340144,0.1391091,0.05933948,0.06974199,0.01558247,0.000664534,0.01709897,0.000937163,0.05704769,0.009559066,0.04765902,0.09875998,0.06975903,0.02011493,0.01870067,0.0700487,0.0168093,0.2567402,0.875566174,0.002002122,0.008596344,0.020575,0.002419585,0.01669003,0.01036843,0.003978684,0.1006684,0.3103629,0.02902651,0.2778008,0.009081965,0.01555691,0.001252391,0.001507981,0.007113922,0.1843486,0.005929688,0.000792329,0.02778263,0.1141976,0.001363147,0.008127762,0.009814656,0.006014885,0.03623414,0.004123519,0.008817855,0.003237473,0.3357175,0.003467504,0.01160379,0.001473902,0.06987831,0.000383385,0.02215965,0.000195952,0.114069821,0.0118679,0.000886045,0.004413187,0.0297592,0.001865807,0.005171438,0.06419569,0.030466329,0.01489238,0.007054284,0.02570384,1.03e-06,0.02572087,0.04692633,0.01150155,0.0173716,0.004225755,0.08922647,0.04863878
